"","applicant_id","X1","team_applied_for","cover_letter","cv","gpa","gender","extracurriculars","work_experience","technical_skills","writing_skills","leadership_presence","speaking_skills","final_hired.x","pass_phase2.x","final_hired.y","pass_phase2.y","final_hired.x","pass_phase2.x","final_hired.y","pass_phase2.y"
"22",1460,22,"Software",1,1,3,"Woman",1,1,66,57,0,3,0,0,NA,NA,0,0,NA,NA
"23",1470,23,"Data",1,1,2.7,"Man",1,1,49,20,7,4,0,0,NA,NA,0,0,NA,NA
"24",1480,24,"Data",1,1,3.2,"Woman",2,1,31,61,4,3,0,0,NA,NA,0,0,NA,NA
"25",1490,25,"Software",1,1,2.5,"Man",2,1,2,41,8,8,0,0,NA,NA,0,0,NA,NA
"26",1520,26,"Data",1,1,3.6,"Man",1,1,52,35,1,9,0,0,NA,NA,0,0,NA,NA
"27",1530,27,"Software",1,1,3,"Woman",2,1,20,17,5,4,0,0,NA,NA,0,0,NA,NA
"28",1540,28,"Data",1,1,2.8,"Woman",2,1,38,54,9,2,0,0,NA,NA,0,0,NA,NA
"29",1550,29,"Software",1,1,3.4,"Woman",2,2,69,20,9,1,0,0,NA,NA,0,0,NA,NA
"30",1600,30,"Data",1,1,3.1,"Woman",2,2,72,59,6,8,0,1,NA,1,0,1,NA,1
"31",1610,31,"Data",1,1,3.5,"Woman",1,1,57,20,2,3,0,0,NA,NA,0,0,NA,NA
"32",1620,32,"Data",1,1,2.1,"Man",1,1,45,55,7,8,0,1,NA,1,0,1,NA,1
"33",1650,33,"Software",1,1,2.2,"Woman",1,1,70,59,3,5,0,0,NA,NA,0,0,NA,NA
"34",1660,34,"Data",1,1,2.9,"Woman",1,1,76,49,3,2,0,0,NA,NA,0,0,NA,NA
"35",1670,35,"Software",1,1,2.7,"Man",1,1,50,67,6,4,0,0,NA,NA,0,0,NA,NA
"36",1690,36,"Software",1,1,2.6,"Woman",1,1,67,57,3,4,0,0,NA,NA,0,0,NA,NA
"37",1740,37,"Software",1,1,3.1,"Man",1,1,8,40,6,7,0,0,NA,NA,0,0,NA,NA
"38",1750,38,"Software",1,1,3.4,"Woman",2,2,63,46,4,2,0,0,NA,NA,0,0,NA,NA
"39",1770,39,"Software",1,1,3,"Man",1,1,0,53,6,2,0,0,NA,NA,0,0,NA,NA
"40",1780,40,"Data",1,1,3.1,"Woman",2,2,17,63,7,8,0,0,NA,NA,0,0,NA,NA
"41",1800,41,"Data",1,1,2.1,"Man",1,1,31,10,9,4,0,0,NA,NA,0,0,NA,NA
"42",1810,42,"Software",1,1,3.8,"Woman",2,1,48,34,6,3,0,0,NA,NA,0,0,NA,NA
"43",1820,43,"Data",1,1,3.3,"Man",1,1,58,29,3,3,0,0,NA,NA,0,0,NA,NA
"44",1830,44,"Data",1,1,3.2,"Woman",1,1,84,67,3,2,0,0,NA,NA,0,0,NA,NA
"45",1840,45,"Data",1,1,2.1,"Man",1,1,72,33,4,8,0,0,NA,NA,0,0,NA,NA
"46",1900,46,"Software",1,1,3.3,"Man",1,1,75,29,2,6,0,0,NA,NA,0,0,NA,NA
"47",1920,47,"Software",1,1,2.4,"Woman",1,1,29,25,4,5,0,0,NA,NA,0,0,NA,NA
"48",1950,48,"Software",1,1,2.4,"Man",1,1,32,20,5,7,0,0,NA,NA,0,0,NA,NA
"49",1970,49,"Software",1,1,3.2,"Woman",1,1,50,20,3,5,0,0,NA,NA,0,0,NA,NA
"50",1980,50,"Data",1,1,2.5,"Woman",2,1,15,47,2,1,0,0,NA,NA,0,0,NA,NA
"51",1990,51,"Data",1,1,2.7,"Man",2,1,68,60,6,3,0,0,NA,NA,0,0,NA,NA
"52",2020,52,"Software",1,1,3.5,"Man",2,2,30,31,6,3,0,0,NA,NA,0,0,NA,NA
"53",2040,53,"Data",1,1,3.6,"Man",2,2,30,72,4,9,0,0,NA,NA,0,0,NA,NA
"54",2090,54,"Data",1,1,3.4,"Woman",1,1,66,22,2,4,0,0,NA,NA,0,0,NA,NA
"55",2120,55,"Software",1,1,2.4,"Prefer not to say",2,1,67,41,1,6,0,0,NA,NA,0,0,NA,NA
"56",2160,56,"Software",1,1,3.5,"Woman",2,2,43,31,6,3,0,0,NA,NA,0,0,NA,NA
"57",2170,57,"Software",1,1,2.4,"Woman",1,1,30,33,4,3,0,0,NA,NA,0,0,NA,NA
"58",2180,58,"Software",1,1,2.8,"Woman",1,1,53,57,1,2,0,0,NA,NA,0,0,NA,NA
"59",2210,59,"Software",1,1,3.4,"Man",1,1,19,45,2,2,0,0,NA,NA,0,0,NA,NA
"60",2260,60,"Software",1,1,3.9,"Woman",2,1,77,17,6,3,0,0,NA,NA,0,0,NA,NA
"61",2280,61,"Software",1,1,2.3,"Man",1,1,28,37,5,4,0,0,NA,NA,0,0,NA,NA
"62",2290,62,"Software",1,1,2.5,"Woman",1,1,34,44,3,4,0,0,NA,NA,0,0,NA,NA
"63",2300,63,"Data",1,1,3,"Man",2,1,85,71,9,5,1,1,1,1,1,1,1,1
"64",2360,64,"Software",1,1,3.1,"Woman",1,1,77,51,3,2,0,0,NA,NA,0,0,NA,NA
"65",2390,65,"Software",1,1,3.3,"Man",2,2,50,41,4,5,0,0,NA,NA,0,0,NA,NA
"66",2400,66,"Software",1,1,2.8,"Man",2,1,40,40,5,6,0,0,NA,NA,0,0,NA,NA
"67",2420,67,"Data",1,1,2.9,"Woman",1,1,10,62,4,9,0,0,NA,NA,0,0,NA,NA
"68",2430,68,"Software",1,1,2.6,"Woman",1,1,50,37,7,4,0,0,NA,NA,0,0,NA,NA
"69",2460,69,"Data",1,1,2.8,"Woman",2,1,30,45,6,2,0,0,NA,NA,0,0,NA,NA
"70",2470,70,"Software",1,1,3.4,"Woman",1,2,62,28,3,3,0,0,NA,NA,0,0,NA,NA
"71",2490,71,"Software",1,1,3,"Man",2,0,37,33,5,4,0,0,NA,NA,0,0,NA,NA
"72",2500,72,"Software",1,1,2.9,"Man",1,1,22,37,9,7,0,0,NA,NA,0,0,NA,NA
"73",2520,73,"Data",1,1,3.1,"Woman",1,1,35,42,1,2,0,0,NA,NA,0,0,NA,NA
"74",2540,74,"Data",1,1,2.3,"Man",2,1,26,3,2,9,0,0,NA,NA,0,0,NA,NA
"75",2570,75,"Data",1,1,2.9,"Man",1,1,56,17,7,9,0,0,NA,NA,0,0,NA,NA
"76",2580,76,"Software",1,1,3,"Woman",1,1,59,40,2,2,0,0,NA,NA,0,0,NA,NA
"77",2590,77,"Software",1,1,3.6,"Man",2,1,58,17,0,1,0,0,NA,NA,0,0,NA,NA
"78",2600,78,"Software",1,1,2.7,"Man",1,1,20,27,6,4,0,0,NA,NA,0,0,NA,NA
"79",2660,79,"Software",1,1,3,"Woman",1,1,14,30,4,1,0,0,NA,NA,0,0,NA,NA
"80",2700,80,"Software",1,1,3.1,"Man",2,2,33,33,6,3,0,0,NA,NA,0,0,NA,NA
"81",2720,81,"Software",1,1,2.9,"Man",1,1,69,23,2,3,0,0,NA,NA,0,0,NA,NA
"82",2760,82,"Data",1,1,2.5,"Man",1,1,38,34,4,1,0,0,NA,NA,0,0,NA,NA
"83",2860,83,"Data",1,1,3.2,"Man",1,2,62,47,3,9,0,0,NA,NA,0,0,NA,NA
"84",2870,84,"Data",1,1,4,"Woman",1,1,27,62,4,1,0,0,NA,NA,0,0,NA,NA
"85",2880,85,"Data",1,1,2.4,"Woman",1,1,18,23,0,2,0,0,NA,NA,0,0,NA,NA
"86",2910,86,"Data",1,1,3.3,"Woman",1,2,37,78,3,3,0,0,NA,NA,0,0,NA,NA
"87",2950,87,"Data",1,1,3.3,"Woman",1,1,48,63,1,2,0,0,NA,NA,0,0,NA,NA
"88",2970,88,"Software",1,1,2.6,"Man",1,1,10,28,4,7,0,0,NA,NA,0,0,NA,NA
"89",2980,89,"Software",1,1,2.5,"Woman",1,1,11,14,4,3,0,0,NA,NA,0,0,NA,NA
"90",3010,90,"Data",1,1,2.2,"Man",1,1,18,3,7,8,0,0,NA,NA,0,0,NA,NA
"91",3030,91,"Data",1,1,3.7,"Man",2,1,44,63,3,8,0,0,NA,NA,0,0,NA,NA
"92",3040,92,"Software",1,1,2.9,"Man",2,1,62,14,3,3,0,0,NA,NA,0,0,NA,NA
"93",3060,93,"Data",1,1,3.8,"Man",1,1,89,57,5,7,1,1,1,1,1,1,1,1
"94",3090,94,"Data",1,1,3.4,"Man",1,2,19,69,6,4,0,0,NA,NA,0,0,NA,NA
"95",3130,95,"Data",1,1,2.3,"Woman",1,1,51,46,3,2,0,0,NA,NA,0,0,NA,NA
"96",3150,96,"Data",1,1,2.2,"Man",1,1,19,46,5,5,0,0,NA,NA,0,0,NA,NA
"97",3160,97,"Data",1,1,2.4,"Man",1,1,0,37,1,6,0,0,NA,NA,0,0,NA,NA
"98",3170,98,"Software",1,1,2.9,"Woman",1,2,46,65,4,8,0,0,NA,NA,0,0,NA,NA
"99",3180,99,"Software",1,1,3.5,"Woman",1,1,71,38,2,5,0,0,NA,NA,0,0,NA,NA
"100",3190,100,"Data",1,1,3.8,"Man",1,2,44,78,7,6,0,1,NA,1,0,1,NA,1
"101",3200,101,"Software",1,1,3.6,"Woman",2,2,66,27,5,7,0,0,NA,NA,0,0,NA,NA
"102",3220,102,"Software",1,1,3.1,"Woman",2,1,47,45,1,1,0,0,NA,NA,0,0,NA,NA
"103",3230,103,"Data",1,1,3.2,"Man",2,1,67,20,9,9,0,0,NA,NA,0,0,NA,NA
"104",3250,104,"Data",1,1,3.8,"Man",1,1,48,72,1,2,0,0,NA,NA,0,0,NA,NA
"105",3260,105,"Software",1,1,2.7,"Woman",2,0,52,50,5,4,0,0,NA,NA,0,0,NA,NA
"106",3280,106,"Software",1,1,3.6,"Woman",2,1,30,71,4,6,0,0,NA,NA,0,0,NA,NA
"107",3300,107,"Software",1,1,3.5,"Woman",2,2,33,50,0,3,0,0,NA,NA,0,0,NA,NA
"108",3310,108,"Software",1,1,3.1,"Woman",2,1,65,54,4,3,0,0,NA,NA,0,0,NA,NA
"109",3320,109,"Data",1,1,2.6,"Woman",1,1,75,79,3,4,0,0,NA,NA,0,0,NA,NA
"110",3360,110,"Software",1,1,2.8,"Man",1,1,35,46,7,9,0,0,NA,NA,0,0,NA,NA
"111",3390,111,"Data",1,1,3.9,"Man",2,2,35,72,10,6,0,0,NA,NA,0,0,NA,NA
"112",3400,112,"Software",1,1,2.8,"Woman",2,1,9,48,2,1,0,0,NA,NA,0,0,NA,NA
"113",3440,113,"Data",1,1,3.2,"Man",2,1,62,60,4,8,0,0,NA,NA,0,0,NA,NA
"114",3470,114,"Software",1,1,2.3,"Woman",1,1,56,37,1,9,0,0,NA,NA,0,0,NA,NA
"115",3480,115,"Software",1,1,3.8,"Woman",1,2,45,77,4,2,0,0,NA,NA,0,0,NA,NA
"116",3490,116,"Software",1,1,2,"Woman",1,1,29,50,4,2,0,0,NA,NA,0,0,NA,NA
"117",3500,117,"Data",1,1,3.2,"Woman",2,1,46,54,5,1,0,0,NA,NA,0,0,NA,NA
"118",3540,118,"Software",1,1,3.8,"Woman",2,2,50,29,5,5,0,0,NA,NA,0,0,NA,NA
"119",3560,119,"Software",1,1,3.7,"Man",2,2,100,42,5,5,1,1,1,1,1,1,1,1
"120",3570,120,"Software",1,1,3.4,"Man",2,1,93,45,2,5,0,0,NA,NA,0,0,NA,NA
"121",3580,121,"Software",1,1,3.5,"Woman",1,2,52,32,3,7,0,0,NA,NA,0,0,NA,NA
"122",3590,122,"Data",1,1,2,"Woman",2,0,45,58,1,0,0,0,NA,NA,0,0,NA,NA
"123",3620,123,"Software",1,1,2.2,"Man",1,1,27,9,5,3,0,0,NA,NA,0,0,NA,NA
"124",3640,124,"Software",1,1,3.3,"Man",1,1,69,40,7,5,0,0,NA,NA,0,0,NA,NA
"125",3670,125,"Data",1,1,3.4,"Woman",2,1,14,31,5,2,0,0,NA,NA,0,0,NA,NA
"126",3680,126,"Software",1,1,3.1,"Man",2,1,46,63,1,7,0,0,NA,NA,0,0,NA,NA
"127",3690,127,"Software",1,1,2,"Man",2,1,34,0,2,8,0,0,NA,NA,0,0,NA,NA
"128",3700,128,"Data",1,1,4,"Woman",1,2,79,89,0,4,0,0,NA,NA,0,0,NA,NA
"129",3720,129,"Software",1,1,2,"Woman",1,1,43,53,3,4,0,0,NA,NA,0,0,NA,NA
"130",3760,130,"Data",1,1,3,"Woman",1,1,22,63,4,2,0,0,NA,NA,0,0,NA,NA
"131",3790,131,"Data",1,1,3.8,"Man",1,1,20,38,6,2,0,0,NA,NA,0,0,NA,NA
"132",3800,132,"Software",1,1,3.2,"Woman",1,1,25,33,2,2,0,0,NA,NA,0,0,NA,NA
"133",3810,133,"Software",1,1,3.1,"Woman",2,2,72,31,2,4,0,0,NA,NA,0,0,NA,NA
"134",3830,134,"Software",1,1,2.7,"Woman",2,1,63,68,5,4,0,0,NA,NA,0,0,NA,NA
"135",3840,135,"Data",1,1,4,"Woman",1,1,93,87,3,0,0,0,NA,NA,0,0,NA,NA
"136",3850,136,"Software",1,1,4,"Woman",1,2,22,68,5,1,0,0,NA,NA,0,0,NA,NA
"137",3860,137,"Data",1,1,2.6,"Man",2,1,11,23,4,7,0,0,NA,NA,0,0,NA,NA
"138",3870,138,"Software",1,1,3.3,"Woman",1,1,73,64,2,1,0,0,NA,NA,0,0,NA,NA
"139",3890,139,"Data",1,1,3.6,"Man",1,1,47,32,0,2,0,0,NA,NA,0,0,NA,NA
"140",3900,140,"Software",1,1,2.6,"Man",2,1,63,36,2,7,0,0,NA,NA,0,0,NA,NA
"141",3910,141,"Data",1,1,4,"Man",2,2,72,21,6,10,0,0,NA,NA,0,0,NA,NA
"142",3920,142,"Software",1,1,3.5,"Woman",2,1,65,50,8,7,0,1,NA,1,0,1,NA,1
"143",3940,143,"Software",1,1,2.8,"Man",1,1,38,11,4,9,0,0,NA,NA,0,0,NA,NA
"144",3950,144,"Data",1,1,2.4,"Prefer not to say",1,1,52,31,9,5,0,0,NA,NA,0,0,NA,NA
"145",3970,145,"Data",1,1,2.6,"Woman",2,0,40,49,6,2,0,0,NA,NA,0,0,NA,NA
"146",4000,146,"Software",1,1,3.4,"Woman",2,1,68,45,4,4,0,0,NA,NA,0,0,NA,NA
"147",4040,147,"Software",1,1,3.4,"Woman",2,2,40,50,2,2,0,0,NA,NA,0,0,NA,NA
"148",4070,148,"Software",1,1,2.8,"Woman",2,1,54,65,2,1,0,0,NA,NA,0,0,NA,NA
"149",4090,149,"Data",1,1,2.8,"Man",2,1,32,38,6,2,0,0,NA,NA,0,0,NA,NA
"150",4100,150,"Software",1,1,3.2,"Man",1,1,24,59,2,9,0,0,NA,NA,0,0,NA,NA
"151",4110,151,"Data",1,1,2.4,"Woman",2,1,27,23,5,4,0,0,NA,NA,0,0,NA,NA
"152",4120,152,"Software",1,1,3.6,"Man",2,1,31,49,9,5,0,0,NA,NA,0,0,NA,NA
"153",4130,153,"Software",1,1,3.8,"Man",1,1,46,30,7,4,0,0,NA,NA,0,0,NA,NA
"154",4190,154,"Software",1,1,3,"Man",1,1,38,65,7,2,0,0,NA,NA,0,0,NA,NA
"155",4210,155,"Data",1,1,3.3,"Woman",1,1,55,30,1,2,0,0,NA,NA,0,0,NA,NA
"156",4230,156,"Data",1,1,3.2,"Woman",2,1,16,57,8,2,0,0,NA,NA,0,0,NA,NA
"157",4290,157,"Data",1,1,2.1,"Man",1,1,57,41,9,5,0,1,NA,1,0,1,NA,1
"158",4300,158,"Data",1,1,2,"Man",1,1,33,35,3,2,0,0,NA,NA,0,0,NA,NA
"159",4310,159,"Software",1,1,2.1,"Man",1,1,22,5,9,9,0,0,NA,NA,0,0,NA,NA
"160",4330,160,"Software",1,1,3.3,"Man",1,1,70,67,4,2,0,0,NA,NA,0,0,NA,NA
"161",4360,161,"Data",1,1,3.6,"Woman",1,1,24,39,5,2,0,0,NA,NA,0,0,NA,NA
"162",4370,162,"Data",1,1,3.3,"Woman",1,1,41,61,5,5,0,1,NA,1,0,1,NA,1
"163",4400,163,"Data",1,1,2.9,"Man",2,1,52,53,2,9,0,0,NA,NA,0,0,NA,NA
"164",4410,164,"Data",1,1,3.6,"Woman",1,1,36,44,4,3,0,0,NA,NA,0,0,NA,NA
"165",4430,165,"Data",1,1,3.2,"Man",1,1,45,63,1,5,0,0,NA,NA,0,0,NA,NA
"166",4460,166,"Data",1,1,3.9,"Man",2,1,80,76,6,2,0,0,NA,NA,0,0,NA,NA
"167",4470,167,"Software",1,1,3.8,"Woman",2,1,65,31,3,4,0,0,NA,NA,0,0,NA,NA
"168",4480,168,"Data",1,1,2,"Woman",1,1,48,55,3,2,0,0,NA,NA,0,0,NA,NA
"169",4490,169,"Data",1,1,3.9,"Man",2,1,75,52,5,8,1,1,1,1,1,1,1,1
"170",4500,170,"Data",1,1,3.7,"Man",1,2,49,46,3,6,0,0,NA,NA,0,0,NA,NA
"171",4520,171,"Software",1,1,2.8,"Man",1,1,34,59,2,7,0,0,NA,NA,0,0,NA,NA
"172",4530,172,"Data",1,1,2.7,"Woman",2,1,37,40,6,1,0,0,NA,NA,0,0,NA,NA
"173",4570,173,"Software",1,1,2.3,"Woman",2,0,34,5,9,2,0,0,NA,NA,0,0,NA,NA
"174",4580,174,"Software",1,1,3.4,"Man",1,1,87,43,8,2,0,0,NA,NA,0,0,NA,NA
"175",4590,175,"Data",1,1,3.8,"Man",2,2,85,18,6,7,0,0,NA,NA,0,0,NA,NA
"176",4600,176,"Software",1,1,2.3,"Woman",2,0,43,2,4,1,0,0,NA,NA,0,0,NA,NA
"177",4610,177,"Software",1,1,3.6,"Man",1,1,42,57,6,6,0,1,NA,1,0,1,NA,1
"178",4630,178,"Software",1,1,3.4,"Woman",2,1,33,24,7,6,0,0,NA,NA,0,0,NA,NA
"179",4660,179,"Data",1,1,3.6,"Woman",1,2,39,14,5,1,0,0,NA,NA,0,0,NA,NA
"180",4690,180,"Software",1,1,3.5,"Man",1,1,56,42,8,4,0,0,NA,NA,0,0,NA,NA
"181",4710,181,"Data",1,1,2.5,"Man",1,1,74,49,5,3,0,0,NA,NA,0,0,NA,NA
"182",4740,182,"Software",1,1,2.1,"Woman",1,1,17,25,2,2,0,0,NA,NA,0,0,NA,NA
"183",4760,183,"Software",1,1,2.2,"Woman",1,1,15,13,3,2,0,0,NA,NA,0,0,NA,NA
"184",4800,184,"Software",1,1,3.4,"Man",2,1,42,29,4,9,0,0,NA,NA,0,0,NA,NA
"185",4810,185,"Data",1,1,3.9,"Woman",2,1,87,77,7,4,0,0,NA,NA,0,0,NA,NA
"186",4830,186,"Data",1,1,3.6,"Woman",2,1,83,16,6,3,0,0,NA,NA,0,0,NA,NA
"187",4870,187,"Software",1,1,2.9,"Woman",1,1,12,34,3,2,0,0,NA,NA,0,0,NA,NA
"188",4880,188,"Software",1,1,3,"Woman",2,2,66,60,6,3,0,0,NA,NA,0,0,NA,NA
"189",4900,189,"Software",1,1,3.7,"Man",1,2,40,41,5,4,0,0,NA,NA,0,0,NA,NA
"190",4950,190,"Software",1,1,3.9,"Man",1,1,34,52,10,4,0,0,NA,NA,0,0,NA,NA
"191",4960,191,"Software",1,1,3.8,"Woman",2,1,51,75,6,5,0,1,NA,1,0,1,NA,1
"192",4990,192,"Software",1,1,2.8,"Woman",2,1,66,40,0,3,0,0,NA,NA,0,0,NA,NA
"193",5010,193,"Data",1,1,3.3,"Man",2,1,55,62,0,7,0,0,NA,NA,0,0,NA,NA
"194",5030,194,"Software",1,1,3.3,"Man",2,2,23,71,7,4,0,0,NA,NA,0,0,NA,NA
"195",5060,195,"Software",1,1,2.3,"Man",1,1,59,6,6,1,0,0,NA,NA,0,0,NA,NA
"196",5110,196,"Software",1,1,3.3,"Man",1,1,43,39,6,7,0,0,NA,NA,0,0,NA,NA
"197",5120,197,"Software",1,1,3.5,"Man",2,1,20,26,9,9,0,0,NA,NA,0,0,NA,NA
"198",5130,198,"Software",1,1,3.3,"Woman",2,2,65,53,7,6,1,1,1,1,1,1,1,1
"199",5140,199,"Software",1,1,2.5,"Man",1,1,12,54,3,6,0,0,NA,NA,0,0,NA,NA
"200",5170,200,"Data",1,1,3.2,"Man",2,1,62,46,7,4,0,0,NA,NA,0,0,NA,NA
"201",5190,201,"Software",1,1,3.1,"Man",2,1,27,26,7,3,0,0,NA,NA,0,0,NA,NA
"202",5240,202,"Software",1,1,2.4,"Man",1,1,19,42,6,2,0,0,NA,NA,0,0,NA,NA
"203",5260,203,"Software",1,1,2.6,"Man",1,1,65,41,7,6,0,1,NA,1,0,1,NA,1
"204",5270,204,"Software",1,1,3,"Man",2,1,63,63,6,5,0,1,NA,1,0,1,NA,1
"205",5290,205,"Data",1,1,3.9,"Man",2,1,80,53,9,5,1,1,1,1,1,1,1,1
"206",5300,206,"Software",1,1,3.9,"Woman",1,1,37,69,5,3,0,0,NA,NA,0,0,NA,NA
"207",5310,207,"Data",1,1,3.8,"Woman",1,1,24,69,3,2,0,0,NA,NA,0,0,NA,NA
"208",5330,208,"Data",1,1,2.7,"Man",1,1,10,33,2,4,0,0,NA,NA,0,0,NA,NA
"209",5350,209,"Software",1,1,3.2,"Man",1,1,43,31,6,5,0,0,NA,NA,0,0,NA,NA
"210",5360,210,"Software",1,1,3.1,"Woman",2,1,66,70,4,8,0,0,NA,NA,0,0,NA,NA
"211",5370,211,"Data",1,1,3.6,"Woman",1,2,43,83,4,10,0,0,NA,NA,0,0,NA,NA
"212",5380,212,"Data",1,1,3.9,"Man",1,1,23,63,6,6,0,0,NA,NA,0,0,NA,NA
"213",5390,213,"Software",1,1,2.9,"Woman",1,1,7,42,2,6,0,0,NA,NA,0,0,NA,NA
"214",5400,214,"Software",1,1,2.8,"Woman",1,2,55,41,1,2,0,0,NA,NA,0,0,NA,NA
"215",5410,215,"Software",1,1,3.9,"Woman",2,2,89,50,5,6,0,1,NA,1,0,1,NA,1
"216",5420,216,"Data",1,1,3.7,"Man",1,2,46,65,5,4,0,0,NA,NA,0,0,NA,NA
"217",5450,217,"Software",1,1,3.4,"Man",2,1,70,75,1,7,0,0,NA,NA,0,0,NA,NA
"218",5460,218,"Data",1,1,3.8,"Woman",2,1,27,49,3,3,0,0,NA,NA,0,0,NA,NA
"219",5500,219,"Data",1,1,2.5,"Woman",2,1,70,36,5,4,0,0,NA,NA,0,0,NA,NA
"220",5540,220,"Software",1,1,2.9,"Woman",1,1,85,63,4,4,0,0,NA,NA,0,0,NA,NA
"221",5560,221,"Data",1,1,3.9,"Woman",1,1,37,28,7,3,0,0,NA,NA,0,0,NA,NA
"222",5570,222,"Software",1,1,3.9,"Woman",2,1,63,25,6,2,0,0,NA,NA,0,0,NA,NA
"223",5580,223,"Data",1,1,4,"Woman",1,2,46,78,2,4,0,0,NA,NA,0,0,NA,NA
"224",5590,224,"Software",1,1,3.3,"Woman",1,1,29,27,4,2,0,0,NA,NA,0,0,NA,NA
"225",5620,225,"Software",1,1,3.2,"Woman",1,1,47,38,3,4,0,0,NA,NA,0,0,NA,NA
"226",5630,226,"Data",1,1,3.2,"Prefer not to say",1,1,79,55,3,9,0,0,NA,NA,0,0,NA,NA
"227",5640,227,"Data",1,1,3.8,"Woman",2,1,71,57,9,5,1,1,1,1,1,1,1,1
"228",5740,228,"Data",1,1,3.8,"Woman",2,1,70,49,6,4,0,0,NA,NA,0,0,NA,NA
"229",5750,229,"Software",1,1,3.8,"Man",1,2,61,75,7,1,0,0,NA,NA,0,0,NA,NA
"230",5760,230,"Data",1,1,3.4,"Woman",1,2,73,22,6,9,0,0,NA,NA,0,0,NA,NA
"231",5770,231,"Software",1,1,3.9,"Man",1,2,70,64,6,7,1,1,1,1,1,1,1,1
"232",5790,232,"Data",1,1,3.1,"Man",1,1,57,35,1,5,0,0,NA,NA,0,0,NA,NA
"233",5880,233,"Data",1,1,3.7,"Woman",1,2,51,27,4,2,0,0,NA,NA,0,0,NA,NA
"234",5900,234,"Software",1,1,3.2,"Woman",2,1,50,45,4,6,0,0,NA,NA,0,0,NA,NA
"235",5940,235,"Software",1,1,2.5,"Woman",1,1,17,17,9,1,0,0,NA,NA,0,0,NA,NA
"236",5960,236,"Software",1,1,3.6,"Woman",1,1,36,71,5,1,0,0,NA,NA,0,0,NA,NA
"237",5980,237,"Data",1,1,3.8,"Woman",2,1,95,41,5,4,0,0,NA,NA,0,0,NA,NA
"238",5990,238,"Data",1,1,3.7,"Woman",1,1,83,63,5,3,0,0,NA,NA,0,0,NA,NA
"239",6010,239,"Software",1,1,2.8,"Woman",1,1,74,53,4,5,0,0,NA,NA,0,0,NA,NA
"240",6040,240,"Software",1,1,2.8,"Woman",2,1,58,20,3,1,0,0,NA,NA,0,0,NA,NA
"241",6100,241,"Data",1,1,2.7,"Woman",1,1,40,47,4,1,0,0,NA,NA,0,0,NA,NA
"242",6110,242,"Data",1,1,3,"Woman",1,1,57,56,3,5,0,0,NA,NA,0,0,NA,NA
"243",6120,243,"Data",1,1,3.4,"Man",1,2,35,61,4,7,0,0,NA,NA,0,0,NA,NA
"244",6130,244,"Data",1,1,3,"Man",2,1,90,18,4,6,0,0,NA,NA,0,0,NA,NA
